userId,debt_level,savings_rate,investment_experience,financial_stress_level
1000,Medium,Low,Intermediate,High
1001,Low,High,Beginner,Medium
1002,Medium,Low,Intermediate,Medium
1003,Medium,High,Beginner,Medium
1004,High,High,Beginner,High
1005,Medium,Low,Beginner,Low
1006,Medium,Low,Beginner,High
1007,Low,High,Intermediate,Medium
1008,Low,High,Intermediate,Medium
1009,,Medium,Beginner,High
1010,,,,
1011,,Medium,Intermediate,Medium
1012,High,Medium,Beginner,Medium
1013,Low,High,Beginner,Medium
1014,Medium,Low,Beginner,High
1015,High,Medium,Beginner,High
1016,Medium,High,Intermediate,Low
1017,Medium,Low,Intermediate,High
1018,Low,Medium,Intermediate,Medium
1019,Medium,High,Intermediate,Medium
1020,,High,Intermediate,High
1021,,,,
1022,High,High,Intermediate,Medium
1023,Low,Low,Beginner,Medium
1024,Low,Low,Beginner,Low
1025,High,Medium,Beginner,High
1026,Low,Low,Beginner,Medium
1027,Medium,High,Beginner,Medium
1028,Low,,Beginner,Medium
1029,Medium,Low,Beginner,Medium
1030,High,Medium,Beginner,Medium
1031,Low,High,Intermediate,High
1032,Medium,Medium,,High
1033,Low,Low,Beginner,
1034,,,,
1035,High,High,Intermediate,Medium
1036,Medium,High,Intermediate,High
1037,,Medium,Intermediate,Medium
1038,High,High,Beginner,
1039,High,Low,Beginner,High
1040,Low,Low,Intermediate,Low
1041,High,High,Intermediate,High
1042,Medium,Low,Intermediate,Medium
1043,Medium,Low,Intermediate,Low
1044,Medium,High,Intermediate,Medium
1045,,,,
1046,High,High,Intermediate,Medium
1047,High,Medium,Beginner,Low
1048,Medium,High,Intermediate,Low
1049,Medium,Medium,Intermediate,Medium
1050,Low,High,Intermediate,Medium
1051,High,Medium,Beginner,
1052,,,,
1053,Medium,Medium,Beginner,Medium
1054,High,Low,Intermediate,Low
1055,Medium,Medium,Beginner,Medium
1056,,High,Intermediate,Low
1057,Medium,High,Beginner,High
1058,Low,High,Beginner,Medium
1059,Medium,High,Beginner,High
1060,High,Low,Intermediate,Low
1061,Medium,High,,High
1062,Low,Low,Intermediate,High
1063,Medium,Medium,,Low
1064,High,High,,
1065,,,,
1066,,Medium,Intermediate,Medium
1067,Medium,High,Beginner,High
1068,Medium,Low,Intermediate,Low
1069,High,Low,Intermediate,High
1070,Medium,Medium,Beginner,
1071,High,Medium,,
1072,Low,Medium,Beginner,High
1073,High,,Beginner,Medium
1074,,,,
1075,,Medium,Intermediate,Medium
1076,,,,
1077,,High,Beginner,High
1078,,,,
1079,Medium,,Intermediate,Medium
1080,High,High,Intermediate,High
1081,Low,Low,Intermediate,Medium
1082,High,,Beginner,Low
1083,High,Low,Intermediate,High
1084,Medium,Medium,Beginner,Low
1085,High,,Beginner,High
1086,,,,
1087,,,,
1088,Medium,High,Intermediate,Medium
1089,Medium,High,Intermediate,High
1090,High,,Intermediate,High
1091,Medium,Low,Intermediate,Low
1092,,,,
1093,,,,
1094,High,Low,Intermediate,Medium
1095,High,Low,Beginner,Medium
1096,Medium,High,Beginner,Medium
1097,Low,High,Beginner,High
1098,High,Medium,Beginner,High
1099,Low,High,Intermediate,Low
1100,,,,
1101,Low,Medium,Intermediate,Medium
1102,High,Low,Intermediate,Low
1103,Low,Low,Intermediate,High
1104,Medium,Low,Beginner,Medium
1105,Low,Low,Intermediate,Medium
1106,Medium,Medium,,Medium
1107,High,Medium,Intermediate,Low
1108,High,Low,Intermediate,Medium
1109,,,,
1110,Low,High,Beginner,High
1111,Medium,Medium,Intermediate,High
1112,Low,Low,,High
1113,High,Medium,Intermediate,High
1114,Low,Medium,Beginner,High
1115,High,Low,,Low
1116,Low,Low,Intermediate,Low
1117,Medium,Low,Beginner,
1118,Medium,,Beginner,Low
1119,High,Medium,Intermediate,Low
1120,High,,Beginner,High
1121,Medium,Low,Intermediate,Low
1122,High,Medium,Beginner,Medium
1123,High,,Beginner,High
1124,,High,,Low
1125,High,Low,,High
1126,Low,Low,Intermediate,Low
1127,High,Medium,Beginner,Medium
1128,,,,
1129,,,,
1130,,,,
1131,Medium,Low,Beginner,Medium
1132,Medium,High,Intermediate,Medium
1133,,,,
1134,Medium,Medium,Beginner,High
1135,High,High,Beginner,High
1136,,High,Beginner,
1137,Medium,High,Intermediate,Medium
1138,,Low,Beginner,High
1139,Medium,Low,Intermediate,High
1140,,,,
1141,Medium,Medium,Intermediate,High
1142,Low,,Beginner,Medium
1143,Medium,Low,Beginner,Medium
1144,,,,
1145,Medium,Low,Beginner,Low
1146,High,High,Beginner,Low
1147,Low,Low,Intermediate,Low
1148,Medium,High,Intermediate,Low
1149,,,,
1150,Medium,Low,Intermediate,High
1151,,,,
1152,High,Medium,Beginner,Medium
1153,Low,High,Beginner,High
1154,Low,Medium,Intermediate,High
1155,Low,Low,Intermediate,Low
1156,,,,
1157,Low,Medium,Beginner,Medium
1158,,,,
1159,Medium,High,Beginner,High
1160,High,Medium,Beginner,Medium
1161,High,High,Beginner,Low
1162,High,Low,Beginner,Medium
1163,Low,Low,Beginner,High
1164,Medium,Low,Intermediate,Low
1165,Medium,Low,Intermediate,High
1166,Low,Medium,Intermediate,High
1167,Low,Medium,Beginner,High
1168,High,Low,Intermediate,Medium
1169,Low,Low,Beginner,Medium
1170,High,Medium,Intermediate,Medium
1171,High,Low,,Medium
1172,Medium,Low,Beginner,Medium
1173,High,Medium,Intermediate,Medium
1174,Low,High,Beginner,Low
1175,Medium,High,Beginner,Medium
1176,,,,
1177,,,,
1178,Medium,Medium,Intermediate,High
1179,,High,Beginner,Low
1180,High,Medium,Beginner,High
1181,,High,Intermediate,Medium
1182,High,High,Intermediate,Low
1183,Low,Low,Beginner,Medium
1184,High,High,Beginner,
1185,Medium,Medium,Intermediate,Low
1186,,,,
1187,High,Medium,Intermediate,Low
1188,High,High,Intermediate,Low
1189,High,Medium,Intermediate,Medium
1190,High,Medium,Beginner,
1191,,,,
1192,Low,Medium,Intermediate,Low
1193,High,Medium,Beginner,Low
1194,Low,,Beginner,High
1195,Low,Low,Beginner,Medium
1196,,,,
1197,Medium,,Intermediate,High
1198,Low,Medium,,Medium
1199,Low,High,Intermediate,Low
1200,Medium,Low,Beginner,Medium
1201,,Low,Beginner,Medium
1202,Medium,,Intermediate,High
1203,Low,,Intermediate,High
1204,Low,Low,Intermediate,High
1205,High,Medium,Intermediate,Low
1206,Low,Low,,Medium
1207,,Low,Beginner,
1208,Medium,Medium,Intermediate,Medium
1209,Medium,Medium,,Low
1210,,Medium,,Low
1211,Low,Medium,Intermediate,High
1212,High,Medium,Intermediate,Medium
1213,,Low,Beginner,Medium
1214,Medium,Medium,Intermediate,High
1215,,,,
1216,Low,Medium,Beginner,High
1217,High,High,Intermediate,Low
1218,Low,Medium,Intermediate,High
1219,High,Medium,Intermediate,High
1220,,,,
1221,High,Low,,
1222,Low,High,Beginner,High
1223,,,,
1224,,,,
1225,,,,
1226,,,,
1227,Medium,Medium,Intermediate,High
1228,Medium,,Intermediate,High
1229,Medium,Medium,Beginner,Low
1230,Low,Medium,Intermediate,Low
1231,High,Medium,Beginner,Medium
1232,Low,Medium,Beginner,Medium
1233,Medium,Low,Beginner,High
1234,Low,High,Intermediate,Medium
1235,High,Low,Intermediate,High
1236,,Low,Intermediate,Medium
1237,Low,High,,Medium
1238,High,Low,Beginner,Low
1239,Low,Medium,Beginner,
1240,Low,Medium,Beginner,Low
1241,High,,Intermediate,Low
1242,Medium,Medium,Beginner,High
1243,High,,Beginner,Medium
1244,Medium,High,Beginner,High
1245,,,,
1246,Low,,,High
1247,,,,
1248,,High,Beginner,
1249,High,High,Beginner,High
1250,Medium,Medium,Beginner,Medium
1251,High,Low,Beginner,
1252,High,,Intermediate,High
1253,,,,High
1254,High,Medium,Intermediate,Low
1255,Low,High,Intermediate,Medium
1256,,Low,Beginner,High
1257,Medium,Medium,Intermediate,Medium
1258,Medium,Medium,Beginner,Medium
1259,High,Low,Intermediate,Low
1260,,,,
1261,,,,
1262,,Low,Beginner,Low
1263,High,Low,,Low
1264,Medium,,Intermediate,
1265,Low,High,Intermediate,High
1266,High,Low,Beginner,High
1267,Medium,Medium,Beginner,High
1268,,,,
1269,High,,Beginner,High
1270,Low,High,Beginner,Medium
1271,Medium,High,Beginner,Medium
1272,High,,Beginner,High
1273,Medium,High,,Medium
1274,Medium,Low,Beginner,
1275,Medium,Medium,Intermediate,Low
1276,Medium,High,Intermediate,Low
1277,,,Intermediate,Low
1278,Medium,,Intermediate,High
1279,High,Low,Intermediate,Medium
1280,,,,
1281,,,,
1282,Medium,Low,Intermediate,Medium
1283,Medium,Medium,Intermediate,High
1284,,,,
1285,,,,
1286,,,,
1287,Low,Medium,Beginner,Low
1288,,,,
1289,High,Medium,Intermediate,High
1290,,,,
1291,Low,Low,Intermediate,Low
1292,,,,
1293,High,Medium,Intermediate,Medium
1294,Low,High,Beginner,Low
1295,Medium,Medium,Beginner,Medium
1296,,,,
1297,,High,Intermediate,Low
1298,,,,
1299,Medium,Medium,Beginner,Low
1300,High,Low,Beginner,Low
1301,Medium,Low,Intermediate,Medium
1302,Medium,High,Intermediate,Low
1303,,,,
1304,Medium,Medium,Intermediate,Low
1305,Low,Low,,Medium
1306,High,Low,,High
1307,,,,
1308,High,High,Beginner,Low
1309,,,,Low
1310,Medium,High,,High
1311,Medium,Low,Intermediate,Medium
1312,Low,High,Intermediate,Low
1313,,Medium,Intermediate,
1314,Low,Medium,Intermediate,High
1315,High,Low,Beginner,High
1316,Low,High,Beginner,Low
1317,Medium,Medium,,Low
1318,Medium,Medium,Intermediate,High
1319,Low,Low,Beginner,High
1320,High,High,Intermediate,High
1321,,,,
1322,Medium,Low,Intermediate,Medium
1323,High,Medium,,High
1324,Medium,Low,Intermediate,High
1325,High,Medium,Intermediate,High
1326,Low,Low,Beginner,High
1327,Low,Medium,Intermediate,High
1328,Low,Medium,Beginner,Medium
1329,Low,Medium,Intermediate,Low
1330,Medium,High,Beginner,Medium
1331,Medium,High,Intermediate,
1332,Medium,Low,Intermediate,High
1333,Medium,Low,Intermediate,
1334,Medium,High,Intermediate,Low
1335,Medium,Medium,,Medium
1336,High,Medium,Intermediate,Medium
1337,High,High,Intermediate,High
1338,,High,Intermediate,Low
1339,Medium,Low,Intermediate,Medium
1340,High,Medium,Intermediate,High
1341,,High,Beginner,Medium
1342,Medium,Medium,Intermediate,High
1343,Low,Low,Intermediate,
1344,Low,Medium,,High
1345,Low,Medium,Beginner,High
1346,,Medium,Beginner,Low
1347,High,,Beginner,
1348,Low,Medium,Beginner,Low
1349,,High,,Low
1350,,,,
1351,High,High,Intermediate,Low
1352,Medium,High,Intermediate,Low
1353,High,High,Intermediate,Low
1354,Low,High,Beginner,Low
1355,Medium,Low,Intermediate,High
1356,Medium,Low,Intermediate,High
1357,,,,
1358,Low,High,,Low
1359,High,High,Intermediate,
1360,Low,Low,Beginner,High
1361,Medium,Low,Beginner,Low
1362,Low,Low,Intermediate,Medium
1363,,,,
1364,,,,
1365,,High,Beginner,Medium
1366,Medium,Medium,Intermediate,Medium
1367,High,Medium,Beginner,Low
1368,Low,High,Intermediate,High
1369,,Low,Intermediate,High
1370,,,,
1371,Medium,High,Beginner,Medium
1372,High,,,Medium
1373,Medium,Medium,Beginner,
1374,Low,High,Intermediate,Low
1375,Low,Medium,Beginner,High
1376,,,Intermediate,Low
1377,High,Medium,Intermediate,Low
1378,,,,
1379,High,Low,Beginner,Low
1380,Low,High,Intermediate,High
1381,,,,
1382,,Medium,Intermediate,High
1383,,,,
1384,High,Low,Intermediate,
1385,Medium,Medium,Intermediate,High
1386,,,,
1387,,,,
1388,Low,Medium,Intermediate,
1389,Medium,Low,Beginner,Low
1390,,Low,Intermediate,Low
1391,,Medium,Intermediate,Medium
1392,Medium,,Intermediate,
1393,Low,High,Beginner,High
1394,High,Medium,Intermediate,Low
1395,High,Medium,Beginner,High
1396,,Medium,,High
1397,Medium,Medium,Intermediate,High
1398,,,,
1399,,,,
1400,High,Medium,Intermediate,Medium
1401,Medium,,Intermediate,
1402,High,Low,Intermediate,High
1403,Low,High,,High
1404,Low,Low,Beginner,High
1405,Low,Medium,Intermediate,Low
1406,Medium,Medium,Intermediate,Medium
1407,Medium,High,Beginner,High
1408,Medium,High,Beginner,Medium
1409,High,Medium,Intermediate,
1410,High,Medium,Intermediate,High
1411,Low,High,Intermediate,Low
1412,High,,Beginner,Medium
1413,Medium,Low,Intermediate,Medium
1414,,,,
1415,,,,
1416,High,Medium,,Medium
1417,Low,High,Beginner,High
1418,Low,Low,Beginner,High
1419,Medium,High,Intermediate,Low
1420,Low,Low,Intermediate,Medium
1421,Low,High,Intermediate,Medium
1422,Medium,Medium,Beginner,Medium
1423,Low,Medium,Intermediate,Medium
1424,,,,
1425,Low,,Beginner,Low
1426,Medium,Low,Beginner,Low
1427,,,,
1428,High,Medium,Beginner,High
1429,Medium,Medium,Beginner,High
1430,,,,
1431,Medium,High,Intermediate,Low
1432,High,High,Intermediate,Low
1433,,,,
1434,,High,Beginner,High
1435,Medium,Low,Beginner,High
1436,,,,
1437,Low,Medium,Beginner,
1438,High,High,Beginner,High
1439,Low,Low,Beginner,High
1440,High,High,Beginner,Medium
1441,Medium,,Beginner,High
1442,High,Low,Intermediate,Low
1443,High,Low,Beginner,High
1444,,Low,Beginner,High
1445,,,,
1446,Medium,Low,Beginner,High
1447,Low,Low,Intermediate,High
1448,Medium,Medium,Beginner,High
1449,,,,
1450,High,,Beginner,Medium
1451,,High,Intermediate,High
1452,High,Low,Beginner,Low
1453,Low,Medium,Beginner,Medium
1454,High,High,Beginner,Medium
1455,Medium,Low,Intermediate,Low
1456,Medium,High,Beginner,High
1457,High,,Beginner,Low
1458,Low,Medium,Intermediate,
1459,Low,High,Beginner,High
1460,,,,
1461,High,High,Beginner,Low
1462,High,Medium,Intermediate,Medium
1463,Medium,High,Beginner,Low
1464,Low,Low,Beginner,Low
1465,High,,Intermediate,Medium
1466,Low,Medium,Beginner,
1467,Medium,Medium,Intermediate,Low
1468,,,,
1469,Medium,High,Intermediate,Low
1470,,High,Intermediate,Medium
1471,Low,Medium,Intermediate,High
1472,Low,Medium,Beginner,Low
1473,Low,,Beginner,High
1474,Medium,High,Intermediate,Medium
1475,High,Low,,Low
1476,,Medium,Beginner,Low
1477,High,Low,Intermediate,Low
1478,Medium,Low,Intermediate,Medium
1479,Low,High,Intermediate,Medium
1480,,,,
1481,,,,
1482,High,Low,Intermediate,High
1483,High,High,Intermediate,Medium
1484,Medium,Medium,Intermediate,Low
1485,,,,
1486,Low,Medium,Intermediate,High
1487,High,Low,Intermediate,Medium
1488,Low,High,Intermediate,Low
1489,,High,Intermediate,Medium
1490,,,,
1491,Low,Low,Intermediate,High
1492,,,,
1493,High,High,Intermediate,High
1494,,,Intermediate,Medium
1495,High,,Beginner,High
1496,,,,
1497,,,,
1498,High,Low,Beginner,Medium
1499,,,,
1500,,,,
1501,Low,Low,Intermediate,Medium
1502,Medium,High,Beginner,Low
1503,Medium,Medium,Intermediate,Low
1504,Medium,Medium,Beginner,Medium
1505,Medium,High,Beginner,
1506,Low,Medium,Beginner,High
1507,,,,
1508,Medium,High,Intermediate,Low
1509,Low,Medium,Intermediate,Medium
1510,,,,
1511,,,,
1512,Low,High,Beginner,High
1513,,Low,Intermediate,Low
1514,High,Medium,Intermediate,Low
1515,Low,Medium,Intermediate,Low
1516,High,Low,,High
1517,High,Medium,Beginner,Low
1518,,,,
1519,Medium,Low,Beginner,Low
1520,High,Low,Beginner,Medium
1521,Low,Low,Intermediate,Low
1522,Medium,Low,Intermediate,Medium
1523,High,High,Beginner,High
1524,,,,
1525,High,Medium,Intermediate,High
1526,Medium,Medium,Intermediate,Medium
1527,Low,Medium,Beginner,Low
1528,,Medium,,Medium
1529,Low,Low,Beginner,
1530,High,Low,Intermediate,Medium
1531,Low,Low,Beginner,Medium
1532,,,,
1533,High,Medium,Intermediate,High
1534,Medium,Medium,Beginner,Low
1535,,,,
1536,,,,
1537,High,High,Intermediate,Low
1538,High,,Intermediate,Low
1539,,,,
1540,,Low,Beginner,High
1541,,,,
1542,High,Medium,Intermediate,Medium
1543,Medium,Medium,,Low
1544,Medium,,Intermediate,High
1545,,,,
1546,Medium,,Beginner,Medium
1547,Medium,High,Beginner,Low
1548,Medium,Medium,Intermediate,Medium
1549,Medium,High,Intermediate,High
1550,Medium,Medium,Intermediate,Medium
1551,Medium,Medium,Beginner,High
1552,,Medium,Beginner,Medium
1553,Low,Medium,Intermediate,Low
1554,High,Low,Intermediate,Medium
1555,Low,High,Beginner,Medium
1556,High,Medium,Beginner,Low
1557,Low,,Beginner,Low
1558,Medium,Medium,Beginner,Low
1559,Low,Low,Beginner,High
1560,,,,
1561,Medium,Medium,Beginner,Low
1562,,Low,Intermediate,Low
1563,Low,Medium,Intermediate,Low
1564,Medium,Medium,Beginner,High
1565,,,,
1566,,Medium,Beginner,High
1567,Low,High,Beginner,Medium
1568,Medium,Low,Beginner,Low
1569,Low,Low,Beginner,High
1570,Low,,Beginner,Medium
1571,,,Beginner,Low
1572,Medium,Medium,Intermediate,High
1573,High,High,Intermediate,Low
1574,,Low,Beginner,High
1575,High,Medium,Beginner,High
1576,High,Medium,Beginner,Medium
1577,Low,Medium,Intermediate,Medium
1578,Medium,,Intermediate,High
1579,Medium,High,Beginner,Medium
1580,High,Low,Intermediate,Low
1581,High,High,Intermediate,High
1582,High,High,Beginner,Low
1583,High,Medium,Intermediate,High
1584,Low,Medium,Intermediate,
1585,Low,High,Beginner,
1586,,High,Intermediate,High
1587,High,Low,Beginner,Low
1588,,,,
1589,High,Medium,Intermediate,High
1590,Medium,Low,Intermediate,High
1591,,,,
1592,,,,
1593,High,High,Intermediate,High
1594,,,,
1595,High,Medium,Intermediate,Medium
1596,Medium,Low,Beginner,Low
1597,,Low,,Medium
1598,High,High,Beginner,Medium
1599,,High,Beginner,
1600,Low,Low,Beginner,Low
1601,,,,
1602,Low,High,Intermediate,High
1603,Medium,Medium,Intermediate,Low
1604,High,High,Intermediate,Low
1605,,,,
1606,High,Low,Beginner,Medium
1607,Low,Medium,Intermediate,High
1608,High,Low,Intermediate,Medium
1609,Low,Low,Beginner,Medium
1610,Medium,High,Intermediate,Low
1611,Medium,Low,Intermediate,Medium
1612,High,Medium,Beginner,Low
1613,Low,,Beginner,Low
1614,Medium,High,Beginner,Medium
1615,Low,Low,Intermediate,Low
1616,Medium,Medium,Beginner,High
1617,,High,,Low
1618,Low,High,Intermediate,Medium
1619,Medium,Low,Beginner,Low
1620,,,,
1621,High,Medium,Intermediate,
1622,,,,
1623,,,,
1624,High,Medium,Intermediate,Low
1625,,,,
1626,High,Low,Intermediate,High
1627,Medium,,Intermediate,Low
1628,High,Medium,Intermediate,
1629,Low,Low,Intermediate,Low
1630,,Medium,Beginner,Low
1631,Low,,Intermediate,Medium
1632,Low,,,Medium
1633,Medium,High,Intermediate,High
1634,,,,
1635,High,High,,
1636,Medium,Low,Intermediate,High
1637,Medium,,Beginner,High
1638,Medium,Medium,Intermediate,Medium
1639,,,,
1640,Low,Medium,Beginner,High
1641,,,,
1642,,,,
1643,,,,
1644,High,Medium,Intermediate,High
1645,High,High,Beginner,High
1646,,,,
1647,Low,High,Beginner,High
1648,Medium,Low,Beginner,Low
1649,High,Low,Beginner,Medium
1650,,,,
1651,Medium,Medium,Intermediate,Low
1652,Medium,Low,Intermediate,Low
1653,,,,
1654,Medium,High,Intermediate,High
1655,Medium,Low,Intermediate,Low
1656,High,Medium,Beginner,Low
1657,Low,High,Beginner,Medium
1658,,,,
1659,,Low,Intermediate,Medium
1660,Low,Medium,Beginner,Medium
1661,,,,
1662,Low,High,Intermediate,Low
1663,Medium,Low,Beginner,High
1664,Medium,Medium,,Medium
1665,,,,
1666,High,Medium,Intermediate,Low
1667,,,,
1668,High,,Intermediate,Low
1669,Medium,High,Intermediate,High
1670,High,High,Beginner,High
1671,High,High,Intermediate,Medium
1672,Low,High,Beginner,Medium
1673,Low,Medium,Intermediate,Low
1674,Low,High,Beginner,High
1675,Low,High,Intermediate,Medium
1676,,,Intermediate,High
1677,Low,High,Intermediate,High
1678,Low,Medium,Intermediate,Medium
1679,High,Low,Beginner,Low
1680,High,High,Intermediate,
1681,,,,
1682,Medium,High,Intermediate,Medium
1683,Low,,Beginner,High
1684,Medium,Medium,Beginner,Low
1685,,Low,Beginner,Low
1686,Medium,Low,Beginner,
1687,High,Low,Beginner,High
1688,,Low,Intermediate,Medium
1689,Low,Low,Intermediate,High
1690,Medium,High,,Medium
1691,Low,Medium,Beginner,High
1692,Low,Medium,Beginner,High
1693,Low,High,Intermediate,High
1694,High,Medium,,High
1695,Low,Low,,Medium
1696,Low,High,Intermediate,Medium
1697,High,Low,Intermediate,High
1698,High,,Intermediate,High
1699,Medium,High,Intermediate,Medium
1700,,High,Intermediate,Low
1701,Low,Low,Beginner,High
1702,Low,High,Beginner,Low
1703,High,High,Intermediate,Medium
1704,Medium,Low,Beginner,Low
1705,Medium,High,Beginner,Medium
1706,High,Medium,Intermediate,
1707,Medium,High,Beginner,Medium
1708,Low,High,Beginner,Low
1709,Low,Low,Intermediate,Low
1710,Medium,Medium,Intermediate,High
1711,Medium,Low,Intermediate,Medium
1712,Low,Medium,Intermediate,Medium
1713,Medium,High,Beginner,High
1714,,,,
1715,High,Medium,Beginner,Medium
1716,Low,Low,Intermediate,Low
1717,Medium,Medium,Intermediate,Low
1718,Low,High,Beginner,Low
1719,Low,,,Medium
1720,Low,High,,Low
1721,,High,Intermediate,Low
1722,,,,
1723,Medium,High,Intermediate,Medium
1724,Medium,High,Beginner,High
1725,Low,Low,,Low
1726,,,,
1727,,,,
1728,High,Low,Beginner,High
1729,Low,Medium,Beginner,Medium
1730,High,Low,Beginner,Low
1731,,Medium,Intermediate,High
1732,Low,Medium,Intermediate,
1733,Medium,Medium,Beginner,High
1734,Low,High,Intermediate,High
1735,Low,Medium,Intermediate,High
1736,High,Medium,Beginner,High
1737,Medium,High,Beginner,Medium
1738,Low,High,Intermediate,Low
1739,Low,High,Beginner,High
1740,,,,
1741,High,High,Intermediate,Medium
1742,High,Medium,Intermediate,High
1743,High,High,Beginner,High
1744,Low,High,Beginner,High
1745,,,,
1746,,,,
1747,Medium,High,Beginner,High
1748,High,Medium,Beginner,Medium
1749,Medium,Low,Beginner,Medium
1750,,,,
1751,Medium,Medium,,
1752,Low,Medium,,Low
1753,Medium,High,,High
1754,Medium,High,Beginner,High
1755,High,High,Beginner,High
1756,Low,Medium,Beginner,High
1757,Low,Low,Beginner,Medium
1758,Medium,Low,Intermediate,Low
1759,,High,Beginner,Medium
1760,Medium,High,Beginner,Medium
1761,,,,
1762,Low,,Beginner,Medium
1763,Medium,Low,Beginner,High
1764,,,,
1765,Low,High,Beginner,Medium
1766,Low,Medium,Beginner,High
1767,,,,
1768,Low,Low,Beginner,Low
1769,Low,Medium,Beginner,Low
1770,Low,Low,Beginner,High
1771,,,Beginner,High
1772,High,High,Beginner,Medium
1773,Medium,Low,Intermediate,Medium
1774,Medium,Medium,Intermediate,High
1775,Medium,Low,Intermediate,Low
1776,Medium,High,Intermediate,Medium
1777,High,Medium,Intermediate,Low
1778,,,,
1779,High,High,Beginner,High
1780,,Medium,Beginner,Low
1781,Low,Low,Intermediate,Medium
1782,Low,Medium,Intermediate,Medium
1783,Medium,,Intermediate,
1784,,,,
1785,Low,Low,Beginner,High
1786,,Medium,Intermediate,Medium
1787,Medium,Medium,Intermediate,High
1788,,Medium,,Medium
1789,Medium,Low,Beginner,Low
1790,,High,Beginner,High
1791,High,,,Medium
1792,,,,
1793,Medium,Low,Beginner,High
1794,High,Medium,Intermediate,Low
1795,Low,Low,Intermediate,
1796,High,Low,Beginner,Medium
1797,High,Low,Intermediate,High
1798,Low,Medium,Beginner,Medium
1799,Low,Medium,Beginner,High
1800,Low,Low,,Low
1801,High,High,Beginner,Medium
1802,,,,
1803,,,,
1804,,Low,Intermediate,High
1805,Medium,Low,Beginner,Medium
1806,Medium,High,Beginner,Low
1807,Medium,,Beginner,Medium
1808,Medium,Medium,Beginner,Medium
1809,Low,Low,Intermediate,High
1810,Low,,Intermediate,High
1811,High,Low,Intermediate,Medium
1812,Low,High,Beginner,Low
1813,High,High,Intermediate,Medium
1814,,,,
1815,Medium,Medium,Beginner,
1816,,,,
1817,Low,High,Beginner,
1818,High,Low,Beginner,Medium
1819,High,High,Beginner,Low
1820,,,,
1821,,Medium,Beginner,Low
1822,,,,
1823,High,Medium,Intermediate,High
1824,Low,Low,Beginner,High
1825,Medium,High,Beginner,High
1826,Low,High,Intermediate,Medium
1827,,,,
1828,Medium,High,Beginner,Low
1829,,,,
1830,Low,High,Intermediate,Low
1831,Medium,High,Beginner,High
1832,Medium,Medium,Intermediate,High
1833,Low,High,Beginner,
1834,,,,
1835,Low,Medium,Intermediate,Low
1836,Medium,High,Beginner,High
1837,,,,
1838,,,,
1839,,,,
1840,Medium,,Intermediate,Low
1841,Medium,Medium,Beginner,High
1842,Low,High,Beginner,
1843,High,Medium,Beginner,
1844,High,Low,Intermediate,Medium
1845,Medium,Low,Beginner,Medium
1846,Low,,,Medium
1847,High,Medium,Intermediate,Medium
1848,Medium,High,Intermediate,
1849,Low,High,Beginner,Low
1850,High,Medium,Beginner,High
1851,Low,Medium,,Medium
1852,High,Low,Intermediate,High
1853,High,High,Beginner,Low
1854,,Low,,
1855,Medium,Low,Beginner,Medium
1856,High,Low,Beginner,Low
1857,Medium,Low,Intermediate,
1858,Low,Low,Beginner,Medium
1859,,Medium,Beginner,Low
1860,Low,Medium,Intermediate,Low
1861,,,,
1862,Low,Low,Beginner,Low
1863,Medium,High,Beginner,Medium
1864,High,Low,Beginner,Medium
1865,Low,High,Beginner,Low
1866,High,High,Intermediate,High
1867,Medium,High,Intermediate,Low
1868,,,,
1869,Low,Low,Intermediate,Medium
1870,Low,Medium,Beginner,Medium
1871,High,Low,Intermediate,
1872,,,,
1873,High,,Intermediate,Low
1874,Medium,Low,,Medium
1875,Medium,,Intermediate,Medium
1876,High,Low,Beginner,Low
1877,,,,
1878,Low,High,Beginner,Medium
1879,Medium,Low,,High
1880,High,Medium,Beginner,
1881,High,Medium,Beginner,Medium
1882,High,High,Beginner,Medium
1883,High,High,Beginner,High
1884,Low,Low,Beginner,Low
1885,High,Low,Beginner,High
1886,Medium,Medium,Beginner,Low
1887,Low,High,Beginner,Low
1888,Low,Medium,Intermediate,
1889,Low,Low,Beginner,
1890,,,,
1891,Medium,Medium,Beginner,High
1892,Medium,Low,Beginner,Medium
1893,Low,High,Intermediate,Medium
1894,Medium,High,Beginner,Medium
1895,High,High,,Medium
1896,High,High,Intermediate,Medium
1897,Medium,Low,Beginner,Low
1898,Medium,Medium,Intermediate,Low
1899,Medium,High,Intermediate,Medium
1900,,,,
1901,,,,
1902,,,,
1903,,,,
1904,Low,High,Beginner,Medium
1905,High,High,Intermediate,
1906,High,Low,Beginner,High
1907,High,Medium,Beginner,Low
1908,High,Low,Intermediate,High
1909,,,,
1910,Medium,Medium,Beginner,Low
1911,High,Medium,Beginner,Medium
1912,Medium,Medium,Beginner,Medium
1913,,,,
1914,High,Medium,Beginner,High
1915,Low,Low,Intermediate,High
1916,,High,Beginner,Medium
1917,High,Medium,Intermediate,Medium
1918,High,Medium,Intermediate,High
1919,High,High,Beginner,High
1920,,,,
1921,High,Low,Beginner,
1922,,High,Beginner,High
1923,,,,
1924,Low,,Beginner,
1925,Medium,High,Beginner,Medium
1926,Medium,,Intermediate,Low
1927,High,High,Beginner,High
1928,Low,High,Beginner,Low
1929,High,Low,Intermediate,High
1930,High,High,Beginner,Medium
1931,Low,Low,Beginner,Medium
1932,Medium,Medium,,High
1933,Medium,High,Beginner,Medium
